mes_ano,distancia_total
2022-12,7546.700000000002
2023-05,8392.199999999999
2023-04,7484.400000000001
2022-09,7929.1
2022-11,7626.300000000002
2023-03,8070.399999999996
2022-08,8751.900000000001
2022-10,8211.100000000002
2022-07,4965.700000000002
2023-02,4716.5999999999985
2023-01,7790.800000000001
