mes_ano,distancia_total
2022-10,7356.52
2023-02,3747.599999999999
2022-11,6658.38
2023-04,5860.83
2022-12,6793.839999999999
2022-08,6825.099999999998
2023-05,6558.299999999999
2023-03,6412.5599999999995
2022-07,4235.04
2023-01,5933.7
2022-09,6408.299999999997
