mes_ano,distancia_total
2022-07,4965.700000000001
2022-08,8751.9
2023-05,8392.199999999999
2022-09,7929.1
2023-04,7484.4000000000015
2023-01,7790.799999999999
2023-02,4716.599999999999
2022-10,8211.100000000002
2022-12,7546.700000000002
2023-03,8070.399999999997
2022-11,7626.300000000002
