mes_ano,distancia_total
2023-03,2428.4699999999993
2023-07,1045.44
2023-08,1067.22
2023-05,1001.88
2023-09,892.9800000000001
2023-04,522.72
2023-06,1121.6700000000003
2023-02,2570.0399999999995
