mes_ano,distancia_total
2023-03,6412.559999999999
2023-01,5933.699999999999
2023-04,5860.83
2022-11,6658.379999999998
2023-02,3747.5999999999995
2022-10,7356.5199999999995
2022-08,6825.099999999998
2023-05,6558.299999999998
2022-09,6408.299999999998
2022-07,4235.04
2022-12,6793.839999999999
