data,servico,sentido,id_veiculo,datetime_partida,datetime_chegada,extensao,datetime_partida_gabarito,datetime_chegada_gabarito
2023-01-05,010,V,A72037,2023-01-05 12:49:33,2023-01-05 13:06:34,4.902,2023-01-05 12:45:00,2023-01-05 13:15:00
2023-01-05,010,V,A72085,2023-01-05 13:14:54,2023-01-05 13:32:55,4.902,2023-01-05 13:11:00,2023-01-05 13:54:00
2023-01-05,010,I,A72037,2023-01-05 13:21:59,2023-01-05 13:43:40,5.505,2023-01-05 13:18:00,2023-01-05 13:47:00
2023-01-05,010,V,A72037,2023-01-05 13:55:40,2023-01-05 14:14:41,4.902,2023-01-05 13:50:00,2023-01-05 14:25:00
2023-01-05,010,I,A72085,2023-01-05 13:57:13,2023-01-05 14:22:14,5.505,2023-01-05 13:54:00,2023-01-05 14:27:00
2023-01-05,010,V,A72085,2023-01-05 14:32:54,2023-01-05 14:47:37,4.902,2023-01-05 14:29:00,2023-01-05 14:56:00
2023-01-05,010,I,A72037,2023-01-05 14:34:00,2023-01-05 14:55:01,5.505,2023-01-05 14:30:00,2023-01-05 14:59:00
2023-01-05,010,I,A72085,2023-01-05 15:01:40,2023-01-05 15:20:20,5.505,2023-01-05 14:59:00,2023-01-05 15:23:00
2023-01-05,010,V,A72037,2023-01-05 15:03:41,2023-01-05 15:22:22,4.902,2023-01-05 15:00:00,2023-01-05 15:31:00
2023-01-05,010,V,A72085,2023-01-05 15:28:00,2023-01-05 15:43:41,4.902,2023-01-05 15:24:00,2023-01-05 15:50:00
2023-01-05,010,I,A72037,2023-01-05 15:37:09,2023-01-05 15:58:50,5.505,2023-01-05 15:34:00,2023-01-05 16:02:00
2023-01-05,010,I,A72085,2023-01-05 15:54:31,2023-01-05 16:18:12,5.505,2023-01-05 15:51:00,2023-01-05 16:21:00
2023-01-05,010,V,A72037,2023-01-05 16:08:30,2023-01-05 16:23:50,4.902,2023-01-05 16:04:00,2023-01-05 16:34:00
2023-01-05,010,V,A72085,2023-01-05 16:26:12,2023-01-05 16:45:33,4.902,2023-01-05 16:22:00,2023-01-05 16:54:00
2023-01-05,010,I,A72037,2023-01-05 16:40:07,2023-01-05 17:01:08,5.505,2023-01-05 16:37:00,2023-01-05 17:04:00
2023-01-05,010,I,A72085,2023-01-05 17:01:47,2023-01-05 17:31:28,5.505,2023-01-05 16:56:00,2023-01-05 17:35:00
2023-01-05,010,V,A72037,2023-01-05 17:11:08,2023-01-05 17:30:29,4.902,2023-01-05 17:06:00,2023-01-05 17:45:00
2023-01-05,010,V,A72085,2023-01-05 17:40:48,2023-01-05 17:55:49,4.902,2023-01-05 17:37:00,2023-01-05 18:04:00
2023-01-05,010,I,A72037,2023-01-05 17:49:49,2023-01-05 18:29:30,5.505,2023-01-05 17:46:00,2023-01-05 18:34:00
2023-01-05,010,I,A72085,2023-01-05 18:09:45,2023-01-05 18:42:45,5.505,2023-01-05 18:06:00,2023-01-05 18:45:00
2023-01-05,010,V,A72037,2023-01-05 18:38:50,2023-01-05 18:58:11,4.902,2023-01-05 18:35:00,2023-01-05 19:09:00
2023-01-05,010,V,A72085,2023-01-05 18:50:05,2023-01-05 19:02:46,4.902,2023-01-05 18:47:00,2023-01-05 19:27:00
2023-01-05,010,I,A72037,2023-01-05 19:12:39,2023-01-05 19:39:40,5.505,2023-01-05 19:11:00,2023-01-05 19:43:00
2023-01-05,010,I,A72085,2023-01-05 19:31:32,2023-01-05 19:48:53,5.505,2023-01-05 19:29:00,2023-01-05 19:51:00
2023-01-05,010,V,A72037,2023-01-05 19:48:01,2023-01-05 20:00:01,4.902,2023-01-05 19:45:00,2023-01-05 20:05:00
2023-01-05,010,V,A72085,2023-01-05 20:01:42,2023-01-05 20:16:23,4.902,2023-01-05 19:57:00,2023-01-05 20:23:00
2023-01-05,010,I,A72037,2023-01-05 20:08:21,2023-01-05 20:24:42,5.505,2023-01-05 20:06:00,2023-01-05 20:27:00
2023-01-05,010,I,A72085,2023-01-05 20:27:27,2023-01-05 20:42:47,5.505,2023-01-05 20:25:00,2023-01-05 20:45:00
2023-01-05,010,V,A72037,2023-01-05 20:32:42,2023-01-05 20:44:43,4.902,2023-01-05 20:30:00,2023-01-05 20:52:00
2023-01-05,010,V,A72085,2023-01-05 20:50:08,2023-01-05 21:03:28,4.902,,
2023-01-05,010,I,A72037,2023-01-05 20:54:13,2023-01-05 21:13:13,5.505,,
2023-01-05,010,V,A72037,2023-01-05 21:18:14,2023-01-05 21:28:54,4.902,,
2023-01-06,010,I,A72037,2023-01-06 06:06:59,2023-01-06 06:18:19,5.505,2023-01-06 06:05:00,2023-01-06 06:20:00
2023-01-06,010,V,A72037,2023-01-06 06:35:09,2023-01-06 06:48:49,4.902,2023-01-06 06:31:00,2023-01-06 07:00:00
2023-01-06,010,I,A72085,2023-01-06 06:37:28,2023-01-06 06:50:28,5.505,2023-01-06 06:36:00,2023-01-06 06:54:00
2023-01-06,010,V,A72085,2023-01-06 07:01:48,2023-01-06 07:14:09,4.902,2023-01-06 06:59:00,2023-01-06 07:27:00
2023-01-06,010,I,A72037,2023-01-06 07:09:52,2023-01-06 07:22:12,5.505,2023-01-06 07:08:00,2023-01-06 07:26:00
2023-01-06,010,V,A72037,2023-01-06 07:33:53,2023-01-06 07:51:13,4.902,2023-01-06 07:29:00,2023-01-06 08:04:00
2023-01-06,010,I,A72085,2023-01-06 07:34:18,2023-01-06 07:55:38,5.505,2023-01-06 07:32:00,2023-01-06 07:58:00
2023-01-06,010,V,A72085,2023-01-06 08:03:38,2023-01-06 08:16:59,4.902,2023-01-06 08:01:00,2023-01-06 08:28:00
2023-01-06,010,I,A72037,2023-01-06 08:12:14,2023-01-06 08:28:34,5.505,2023-01-06 08:10:00,2023-01-06 08:31:00
2023-01-06,010,I,A72085,2023-01-06 08:37:22,2023-01-06 08:56:03,5.505,2023-01-06 08:36:00,2023-01-06 08:58:00
2023-01-06,010,V,A72037,2023-01-06 08:37:35,2023-01-06 08:51:55,4.902,2023-01-06 08:33:00,2023-01-06 09:04:00
2023-01-06,010,V,A72085,2023-01-06 09:05:43,2023-01-06 09:18:23,4.902,2023-01-06 09:01:00,2023-01-06 09:33:00
2023-01-06,010,I,A72037,2023-01-06 09:11:36,2023-01-06 09:32:16,5.505,2023-01-06 09:08:00,2023-01-06 09:35:00
2023-01-06,010,I,A72085,2023-01-06 09:38:08,2023-01-06 09:56:08,5.505,2023-01-06 09:34:00,2023-01-06 09:58:00
2023-01-06,010,V,A72037,2023-01-06 09:42:17,2023-01-06 09:58:17,4.902,2023-01-06 09:37:00,2023-01-06 10:14:00
2023-01-06,010,V,A72085,2023-01-06 10:03:28,2023-01-06 10:20:49,4.902,2023-01-06 09:59:00,2023-01-06 10:31:00
2023-01-06,010,I,A72037,2023-01-06 10:19:58,2023-01-06 10:38:18,5.505,2023-01-06 10:18:00,2023-01-06 10:40:00
2023-01-06,010,I,A72085,2023-01-06 10:37:09,2023-01-06 10:56:10,5.505,2023-01-06 10:34:00,2023-01-06 10:58:00
2023-01-06,010,V,A72037,2023-01-06 10:46:19,2023-01-06 11:00:39,4.902,2023-01-06 10:42:00,2023-01-06 11:11:00
2023-01-06,010,V,A72085,2023-01-06 11:04:10,2023-01-06 11:19:51,4.902,2023-01-06 11:00:00,2023-01-06 11:31:00
2023-01-06,010,I,A72037,2023-01-06 11:19:52,2023-01-06 11:43:53,5.505,2023-01-06 11:16:00,2023-01-06 11:46:00
2023-01-06,010,I,A72085,2023-01-06 11:37:43,2023-01-06 11:55:43,5.505,2023-01-06 11:35:00,2023-01-06 11:58:00
2023-01-06,010,V,A72037,2023-01-06 11:55:33,2023-01-06 12:15:34,4.902,2023-01-06 11:48:00,2023-01-06 12:17:00
2023-01-06,010,V,A72085,2023-01-06 12:04:04,2023-01-06 12:21:44,4.902,2023-01-06 11:59:00,2023-01-06 12:22:00
2023-01-06,010,I,A72037,2023-01-06 12:21:54,2023-01-06 12:42:15,5.505,2023-01-06 12:19:00,2023-01-06 12:46:00
2023-01-06,010,I,A72085,2023-01-06 12:27:04,2023-01-06 12:48:05,5.505,2023-01-06 12:25:00,2023-01-06 12:51:00
2023-01-06,010,V,A72037,2023-01-06 12:51:55,2023-01-06 13:08:56,4.902,2023-01-06 12:47:00,2023-01-06 13:10:00
2023-01-06,010,V,A72085,2023-01-06 13:06:07,2023-01-06 13:21:08,4.902,2023-01-06 13:02:00,2023-01-06 13:34:00
2023-01-06,010,I,A72037,2023-01-06 13:16:36,2023-01-06 13:38:17,5.505,2023-01-06 13:13:00,2023-01-06 13:40:00
2023-01-06,010,I,A72085,2023-01-06 13:40:13,2023-01-06 14:02:34,5.505,2023-01-06 13:36:00,2023-01-06 14:04:00
2023-01-06,010,V,A72037,2023-01-06 13:46:57,2023-01-06 14:01:57,4.902,2023-01-06 13:42:00,2023-01-06 14:14:00
2023-01-06,010,V,A72085,2023-01-06 14:10:14,2023-01-06 14:26:15,4.902,2023-01-06 14:07:00,2023-01-06 14:31:00
2023-01-06,010,I,A72037,2023-01-06 14:18:35,2023-01-06 14:40:55,5.505,2023-01-06 14:16:00,2023-01-06 14:45:00
2023-01-06,010,I,A72085,2023-01-06 14:35:35,2023-01-06 14:58:16,5.505,2023-01-06 14:33:00,2023-01-06 15:03:00
2023-01-06,010,V,A72037,2023-01-06 14:50:16,2023-01-06 15:05:36,4.902,2023-01-06 14:46:00,2023-01-06 15:12:00
2023-01-06,010,V,A72085,2023-01-06 15:08:16,2023-01-06 15:26:57,4.902,2023-01-06 15:05:00,2023-01-06 15:32:00
2023-01-06,010,I,A72037,2023-01-06 15:16:54,2023-01-06 15:40:35,5.505,2023-01-06 15:14:00,2023-01-06 15:44:00
2023-01-06,010,I,A72085,2023-01-06 15:38:09,2023-01-06 16:00:29,5.505,2023-01-06 15:35:00,2023-01-06 16:03:00
2023-01-06,010,V,A72037,2023-01-06 15:51:55,2023-01-06 16:09:15,4.902,2023-01-06 15:47:00,2023-01-06 16:16:00
2023-01-06,010,V,A72085,2023-01-06 16:12:13,2023-01-06 16:28:14,4.902,2023-01-06 16:07:00,2023-01-06 16:39:00
2023-01-06,010,I,A72037,2023-01-06 16:21:11,2023-01-06 16:44:32,5.505,2023-01-06 16:18:00,2023-01-06 16:47:00
2023-01-06,010,I,A72085,2023-01-06 16:43:17,2023-01-06 17:06:37,5.505,2023-01-06 16:41:00,2023-01-06 17:09:00
2023-01-06,010,V,A72037,2023-01-06 16:51:52,2023-01-06 17:03:12,4.902,2023-01-06 16:49:00,2023-01-06 17:11:00
2023-01-06,010,V,A72085,2023-01-06 17:13:18,2023-01-06 17:32:58,4.902,2023-01-06 17:11:00,2023-01-06 17:43:00
2023-01-06,010,I,A72037,2023-01-06 17:14:48,2023-01-06 17:35:29,5.505,2023-01-06 17:13:00,2023-01-06 17:40:00
2023-01-06,010,V,A72037,2023-01-06 17:50:14,2023-01-06 18:09:15,4.902,2023-01-06 17:46:00,2023-01-06 18:17:00
2023-01-06,010,I,A72085,2023-01-06 17:50:19,2023-01-06 18:15:00,5.505,2023-01-06 17:45:00,2023-01-06 18:17:00
2023-01-06,010,I,A72037,2023-01-06 18:20:33,2023-01-06 18:50:54,5.505,2023-01-06 18:18:00,2023-01-06 18:55:00
2023-01-06,010,V,A72085,2023-01-06 18:23:40,2023-01-06 18:41:21,4.902,2023-01-06 18:19:00,2023-01-06 18:49:00
2023-01-06,010,I,A72085,2023-01-06 18:52:41,2023-01-06 19:12:42,5.505,,
2023-01-06,010,V,A72037,2023-01-06 19:00:14,2023-01-06 19:13:14,4.902,2023-01-06 18:57:00,2023-01-06 19:21:00
2023-01-06,010,V,A72085,2023-01-06 19:16:02,2023-01-06 19:27:43,4.902,2023-01-06 19:16:00,2023-01-06 19:52:00
2023-01-06,010,I,A72037,2023-01-06 19:25:09,2023-01-06 19:43:09,5.505,2023-01-06 19:23:00,2023-01-06 19:45:00
2023-01-06,010,I,A72085,2023-01-06 19:40:27,2023-01-06 19:52:27,5.505,,
2023-01-06,010,V,A72037,2023-01-06 19:48:30,2023-01-06 20:00:30,4.902,2023-01-06 19:46:00,2023-01-06 20:07:00
2023-01-06,010,V,A72085,2023-01-06 19:56:27,2023-01-06 20:04:08,4.902,,
2023-01-06,010,I,A72037,2023-01-06 20:12:05,2023-01-06 20:28:25,5.505,2023-01-06 20:10:00,2023-01-06 20:31:00
2023-01-06,010,V,A72037,2023-01-06 20:42:10,2023-01-06 20:55:30,4.902,2023-01-06 20:38:00,2023-01-06 21:03:00
2023-01-06,010,I,A72037,2023-01-06 21:06:11,2023-01-06 21:26:12,5.505,2023-01-06 21:04:00,2023-01-06 21:29:00
2023-01-06,010,V,A72037,2023-01-06 21:33:32,2023-01-06 21:51:33,4.902,,
2023-01-07,010,I,A72037,2023-01-07 06:07:55,2023-01-07 06:19:15,5.505,2023-01-07 06:06:00,2023-01-07 06:21:00
2023-01-07,010,V,A72037,2023-01-07 06:36:47,2023-01-07 06:46:47,4.902,2023-01-07 06:34:00,2023-01-07 06:56:00
2023-01-07,010,I,A72037,2023-01-07 07:07:18,2023-01-07 07:19:38,5.505,2023-01-07 07:05:00,2023-01-07 07:22:00
2023-01-07,010,I,A72085,2023-01-07 07:33:34,2023-01-07 07:46:35,5.505,2023-01-07 07:30:00,2023-01-07 07:49:00
2023-01-07,010,V,A72037,2023-01-07 07:37:08,2023-01-07 07:49:28,4.902,2023-01-07 07:33:00,2023-01-07 08:00:00
2023-01-07,010,V,A72085,2023-01-07 08:02:15,2023-01-07 08:14:55,4.902,2023-01-07 07:59:00,2023-01-07 08:34:00
2023-01-07,010,I,A72037,2023-01-07 08:04:32,2023-01-07 08:15:52,5.505,2023-01-07 08:03:00,2023-01-07 08:19:00
2023-01-07,010,V,A72037,2023-01-07 08:32:09,2023-01-07 08:45:30,4.902,2023-01-07 08:27:00,2023-01-07 09:02:00
2023-01-07,010,I,A72085,2023-01-07 08:43:57,2023-01-07 08:54:37,5.505,2023-01-07 08:41:00,2023-01-07 08:58:00
2023-01-07,010,V,A72085,2023-01-07 09:03:57,2023-01-07 09:15:58,4.902,2023-01-07 09:00:00,2023-01-07 09:30:00
2023-01-07,010,I,A72037,2023-01-07 09:07:54,2023-01-07 09:20:54,5.505,2023-01-07 09:05:00,2023-01-07 09:34:00
2023-01-07,010,I,A72085,2023-01-07 09:41:57,2023-01-07 09:57:18,5.505,2023-01-07 09:39:00,2023-01-07 10:01:00
2023-01-07,010,V,A72037,2023-01-07 09:43:00,2023-01-07 09:56:40,4.902,2023-01-07 09:40:00,2023-01-07 09:58:00
2023-01-07,010,I,A72037,2023-01-07 10:12:10,2023-01-07 10:26:50,5.505,2023-01-07 10:09:00,2023-01-07 10:33:00
2023-01-07,010,V,A72085,2023-01-07 10:12:38,2023-01-07 10:25:59,4.902,2023-01-07 10:08:00,2023-01-07 10:33:00
2023-01-07,010,V,A72037,2023-01-07 10:38:10,2023-01-07 10:53:51,4.902,2023-01-07 10:34:00,2023-01-07 10:56:00
2023-01-07,010,I,A72085,2023-01-07 10:45:29,2023-01-07 11:01:09,5.505,2023-01-07 10:42:00,2023-01-07 11:06:00
2023-01-07,010,I,A72037,2023-01-07 11:03:11,2023-01-07 11:14:11,5.505,2023-01-07 10:58:00,2023-01-07 11:20:00
2023-01-07,010,V,A72085,2023-01-07 11:15:10,2023-01-07 11:26:10,4.902,2023-01-07 11:11:00,2023-01-07 11:37:00
2023-01-07,010,V,A72037,2023-01-07 11:37:46,2023-01-07 11:53:46,4.902,2023-01-07 11:32:00,2023-01-07 12:02:00
2023-01-07,010,I,A72085,2023-01-07 11:45:12,2023-01-07 11:59:53,5.505,2023-01-07 11:41:00,2023-01-07 12:06:00
2023-01-07,010,I,A72037,2023-01-07 12:10:40,2023-01-07 12:26:21,5.505,2023-01-07 12:05:00,2023-01-07 12:36:00
2023-01-07,010,V,A72085,2023-01-07 12:11:13,2023-01-07 12:22:34,4.902,2023-01-07 12:07:00,2023-01-07 12:32:00
2023-01-07,010,I,A72085,2023-01-07 12:36:54,2023-01-07 13:01:34,5.505,2023-01-07 12:33:00,2023-01-07 13:07:00
2023-01-07,010,V,A72037,2023-01-07 12:41:01,2023-01-07 12:57:22,4.902,2023-01-07 12:38:00,2023-01-07 13:17:00
2023-01-07,010,V,A72085,2023-01-07 13:12:35,2023-01-07 13:24:15,4.902,2023-01-07 13:09:00,2023-01-07 13:30:00
2023-01-07,010,I,A72037,2023-01-07 13:23:02,2023-01-07 13:40:02,5.505,2023-01-07 13:20:00,2023-01-07 13:49:00
2023-01-07,010,I,A72085,2023-01-07 13:34:52,2023-01-07 13:49:33,5.505,2023-01-07 13:31:00,2023-01-07 13:55:00
2023-01-07,010,V,A72037,2023-01-07 13:55:23,2023-01-07 14:08:43,4.902,2023-01-07 13:52:00,2023-01-07 14:17:00
2023-01-07,010,V,A72085,2023-01-07 14:08:18,2023-01-07 14:22:38,4.902,2023-01-07 14:05:00,2023-01-07 14:37:00
2023-01-07,010,I,A72037,2023-01-07 14:23:56,2023-01-07 14:42:57,5.505,2023-01-07 14:18:00,2023-01-07 14:48:00
2023-01-07,010,I,A72085,2023-01-07 14:43:14,2023-01-07 14:59:14,5.505,2023-01-07 14:39:00,2023-01-07 15:04:00
2023-01-07,010,V,A72037,2023-01-07 14:53:38,2023-01-07 15:07:58,4.902,2023-01-07 14:50:00,2023-01-07 15:15:00
2023-01-07,010,V,A72085,2023-01-07 15:07:55,2023-01-07 15:21:35,4.902,2023-01-07 15:05:00,2023-01-07 15:32:00
2023-01-07,010,I,A72037,2023-01-07 15:22:01,2023-01-07 15:40:02,5.505,2023-01-07 15:17:00,2023-01-07 15:47:00
2023-01-07,010,I,A72085,2023-01-07 15:43:17,2023-01-07 15:57:38,5.505,2023-01-07 15:40:00,2023-01-07 16:04:00
2023-01-07,010,V,A72037,2023-01-07 15:54:42,2023-01-07 16:09:03,4.902,2023-01-07 15:50:00,2023-01-07 16:15:00
2023-01-07,010,V,A72085,2023-01-07 16:12:38,2023-01-07 16:27:39,4.902,2023-01-07 16:07:00,2023-01-07 16:42:00
2023-01-07,010,I,A72037,2023-01-07 16:19:28,2023-01-07 16:38:57,5.505,2023-01-07 16:17:00,2023-01-07 16:42:00
2023-01-07,010,V,A72037,2023-01-07 16:47:57,2023-01-07 17:00:58,4.902,2023-01-07 16:43:00,2023-01-07 17:10:00
2023-01-07,010,I,A72085,2023-01-07 16:50:14,2023-01-07 17:06:35,5.505,2023-01-07 16:48:00,2023-01-07 17:10:00
2023-01-07,010,I,A72037,2023-01-07 17:16:59,2023-01-07 17:36:00,5.505,2023-01-07 17:14:00,2023-01-07 17:39:00
2023-01-07,010,V,A72085,2023-01-07 17:18:15,2023-01-07 17:31:15,4.902,2023-01-07 17:13:00,2023-01-07 17:40:00
2023-01-07,010,V,A72037,2023-01-07 17:46:40,2023-01-07 18:02:20,4.902,2023-01-07 17:42:00,2023-01-07 18:12:00
2023-01-07,010,I,A72085,2023-01-07 17:47:25,2023-01-07 18:06:26,5.505,2023-01-07 17:45:00,2023-01-07 18:07:00
2023-01-07,010,V,A72085,2023-01-07 18:13:06,2023-01-07 18:30:46,4.902,2023-01-07 18:10:00,2023-01-07 18:37:00
2023-01-07,010,I,A72037,2023-01-07 18:18:36,2023-01-07 18:35:37,5.505,2023-01-07 18:16:00,2023-01-07 18:39:00
2023-01-07,010,I,A72085,2023-01-07 18:44:27,2023-01-07 19:04:08,5.505,2023-01-07 18:43:00,2023-01-07 19:08:00
2023-01-07,010,V,A72037,2023-01-07 18:45:57,2023-01-07 18:59:17,4.902,2023-01-07 18:41:00,2023-01-07 19:07:00
2023-01-07,010,I,A72037,2023-01-07 19:12:27,2023-01-07 19:30:28,5.505,2023-01-07 19:11:00,2023-01-07 19:33:00
2023-01-07,010,V,A72085,2023-01-07 19:15:28,2023-01-07 19:29:48,4.902,2023-01-07 19:09:00,2023-01-07 19:40:00
2023-01-07,010,V,A72037,2023-01-07 19:40:48,2023-01-07 19:55:09,4.902,,
2023-01-07,010,I,A72085,2023-01-07 19:46:49,2023-01-07 20:04:29,5.505,2023-01-07 19:44:00,2023-01-07 20:07:00
2023-01-07,010,V,A72085,2023-01-07 20:12:10,2023-01-07 20:26:10,4.902,2023-01-07 20:08:00,2023-01-07 20:37:00
2023-01-07,010,I,A72085,2023-01-07 20:41:19,2023-01-07 21:01:19,5.505,2023-01-07 20:40:00,2023-01-07 21:03:00
2023-01-07,010,V,A72085,2023-01-07 21:09:20,2023-01-07 21:26:40,4.902,,
2023-01-08,010,I,A72037,2023-01-08 06:05:54,2023-01-08 06:17:34,5.505,2023-01-08 06:04:00,2023-01-08 06:18:00
2023-01-08,010,V,A72037,2023-01-08 06:33:45,2023-01-08 06:43:25,4.902,2023-01-08 06:32:00,2023-01-08 06:55:00
2023-01-08,010,I,A72037,2023-01-08 06:58:46,2023-01-08 07:16:47,5.505,2023-01-08 06:57:00,2023-01-08 07:17:00
2023-01-08,010,V,A72037,2023-01-08 07:30:36,2023-01-08 07:40:36,4.902,2023-01-08 07:28:00,2023-01-08 07:57:00
2023-01-08,010,I,A72037,2023-01-08 08:00:40,2023-01-08 08:15:00,5.505,2023-01-08 07:59:00,2023-01-08 08:16:00
2023-01-08,010,V,A72037,2023-01-08 08:28:57,2023-01-08 08:40:57,4.902,2023-01-08 08:26:00,2023-01-08 08:57:00
2023-01-08,010,I,A72037,2023-01-08 09:02:57,2023-01-08 09:16:38,5.505,2023-01-08 09:00:00,2023-01-08 09:18:00
2023-01-08,010,V,A72037,2023-01-08 09:35:54,2023-01-08 09:46:54,4.902,2023-01-08 09:33:00,2023-01-08 09:57:00
2023-01-08,010,I,A72037,2023-01-08 09:59:32,2023-01-08 10:13:52,5.505,2023-01-08 09:57:00,2023-01-08 10:15:00
2023-01-08,010,V,A72037,2023-01-08 10:35:37,2023-01-08 10:45:17,4.902,2023-01-08 10:33:00,2023-01-08 10:57:00
2023-01-08,010,I,A72037,2023-01-08 10:59:29,2023-01-08 11:21:10,5.505,2023-01-08 10:57:00,2023-01-08 11:22:00
2023-01-08,010,V,A72037,2023-01-08 11:34:43,2023-01-08 11:49:03,4.902,2023-01-08 11:32:00,2023-01-08 11:56:00
2023-01-08,010,I,A72037,2023-01-08 11:58:42,2023-01-08 12:13:03,5.505,2023-01-08 11:57:00,2023-01-08 12:15:00
2023-01-08,010,V,A72037,2023-01-08 12:37:01,2023-01-08 12:49:21,4.902,2023-01-08 12:34:00,2023-01-08 12:55:00
2023-01-08,010,I,A72037,2023-01-08 12:58:14,2023-01-08 13:13:34,5.505,2023-01-08 12:56:00,2023-01-08 13:15:00
2023-01-08,010,V,A72037,2023-01-08 13:38:39,2023-01-08 13:50:39,4.902,2023-01-08 13:35:00,2023-01-08 14:03:00
2023-01-08,010,I,A72037,2023-01-08 14:09:42,2023-01-08 14:24:23,5.505,2023-01-08 14:08:00,2023-01-08 14:27:00
2023-01-08,010,V,A72037,2023-01-08 14:40:20,2023-01-08 15:15:01,4.902,2023-01-08 14:36:00,2023-01-08 15:21:00
2023-01-08,010,I,A72037,2023-01-08 15:24:17,2023-01-08 15:39:18,5.505,2023-01-08 15:22:00,2023-01-08 15:41:00
2023-01-08,010,V,A72037,2023-01-08 15:46:18,2023-01-08 16:01:38,4.902,2023-01-08 15:42:00,2023-01-08 16:09:00
2023-01-08,010,I,A72037,2023-01-08 16:10:53,2023-01-08 16:23:54,5.505,2023-01-08 16:09:00,2023-01-08 16:27:00
2023-01-08,010,V,A72037,2023-01-08 16:37:14,2023-01-08 16:50:54,4.902,2023-01-08 16:33:00,2023-01-08 17:03:00
2023-01-08,010,I,A72037,2023-01-08 17:09:39,2023-01-08 17:23:40,5.505,2023-01-08 17:08:00,2023-01-08 17:25:00
2023-01-08,010,V,A72037,2023-01-08 17:40:15,2023-01-08 18:06:36,4.902,2023-01-08 17:37:00,2023-01-08 18:16:00
2023-01-08,010,I,A72037,2023-01-08 18:18:53,2023-01-08 18:34:13,5.505,2023-01-08 18:17:00,2023-01-08 18:36:00
2023-01-08,010,V,A72037,2023-01-08 18:39:53,2023-01-08 18:51:14,4.902,2023-01-08 18:37:00,2023-01-08 19:01:00
2023-01-08,010,I,A72037,2023-01-08 19:03:29,2023-01-08 19:20:09,5.505,2023-01-08 19:02:00,2023-01-08 19:22:00
2023-01-08,010,V,A72037,2023-01-08 19:35:27,2023-01-08 19:49:08,4.902,2023-01-08 19:32:00,2023-01-08 20:03:00
2023-01-08,010,I,A72037,2023-01-08 20:10:11,2023-01-08 20:25:32,5.505,2023-01-08 20:08:00,2023-01-08 20:27:00
2023-01-08,010,V,A72037,2023-01-08 20:37:39,2023-01-08 20:49:19,4.902,2023-01-08 20:34:00,2023-01-08 21:06:00
2023-01-08,010,I,A72037,2023-01-08 21:08:37,2023-01-08 21:25:37,5.505,2023-01-08 21:07:00,2023-01-08 21:27:00
2023-01-08,010,V,A72037,2023-01-08 21:30:18,2023-01-08 21:40:38,4.902,,
2023-01-09,010,I,A72037,2023-01-09 06:06:47,2023-01-09 06:20:28,5.505,2023-01-09 06:03:00,2023-01-09 06:26:00
2023-01-09,010,V,A72037,2023-01-09 06:33:28,2023-01-09 06:53:49,4.902,2023-01-09 06:30:00,2023-01-09 07:05:00
2023-01-09,010,I,A72085,2023-01-09 06:36:40,2023-01-09 06:52:01,5.505,2023-01-09 06:35:00,2023-01-09 06:54:00
2023-01-09,010,V,A72085,2023-01-09 06:59:21,2023-01-09 07:14:01,4.902,2023-01-09 06:57:00,2023-01-09 07:28:00
2023-01-09,010,I,A72037,2023-01-09 07:10:29,2023-01-09 07:26:50,5.505,2023-01-09 07:09:00,2023-01-09 07:30:00
2023-01-09,010,I,A72085,2023-01-09 07:32:22,2023-01-09 07:51:43,5.505,2023-01-09 07:29:00,2023-01-09 07:54:00
2023-01-09,010,V,A72037,2023-01-09 07:38:50,2023-01-09 07:55:11,4.902,2023-01-09 07:35:00,2023-01-09 08:07:00
2023-01-09,010,V,A72085,2023-01-09 08:02:43,2023-01-09 08:23:24,4.902,2023-01-09 07:59:00,2023-01-09 08:32:00
2023-01-09,010,I,A72037,2023-01-09 08:15:31,2023-01-09 08:33:32,5.505,2023-01-09 08:13:00,2023-01-09 08:36:00
2023-01-09,010,I,A72085,2023-01-09 08:39:07,2023-01-09 09:03:48,5.505,2023-01-09 08:36:00,2023-01-09 09:06:00
2023-01-09,010,V,A72037,2023-01-09 08:42:12,2023-01-09 08:58:53,4.902,2023-01-09 08:39:00,2023-01-09 09:09:00
2023-01-09,010,V,A72085,2023-01-09 09:12:48,2023-01-09 09:30:29,4.902,2023-01-09 09:08:00,2023-01-09 09:33:00
2023-01-09,010,I,A72037,2023-01-09 09:13:53,2023-01-09 09:36:54,5.505,2023-01-09 09:12:00,2023-01-09 09:40:00
2023-01-09,010,I,A72085,2023-01-09 09:39:09,2023-01-09 10:01:50,5.505,2023-01-09 09:37:00,2023-01-09 10:06:00
2023-01-09,010,V,A72037,2023-01-09 09:45:54,2023-01-09 10:01:34,4.902,2023-01-09 09:41:00,2023-01-09 10:13:00
2023-01-09,010,V,A72085,2023-01-09 10:13:50,2023-01-09 10:32:31,4.902,2023-01-09 10:10:00,2023-01-09 10:38:00
2023-01-09,010,I,A72037,2023-01-09 10:21:55,2023-01-09 10:44:16,5.505,2023-01-09 10:18:00,2023-01-09 10:46:00
2023-01-09,010,I,A72085,2023-01-09 10:44:11,2023-01-09 11:06:12,5.505,2023-01-09 10:40:00,2023-01-09 11:08:00
2023-01-09,010,V,A72037,2023-01-09 10:51:36,2023-01-09 11:06:37,4.902,2023-01-09 10:47:00,2023-01-09 11:12:00
