,data,servico,id_veiculo_amostra,hora_inicio,hora_fim,sentido_amostra,datetime_partida_amostra,datetime_chegada_amostra,status,servico_informado,id_veiculo_apurada,sentido_apurada,datetime_partida_apurada,datetime_chegada_apurada
145,2022-09-15,844,47689,11:03:00,11:10:00,V,2022-09-15 11:03:00,2022-09-15 11:10:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 11:05:24,2022-09-15 11:16:54
146,2022-09-15,844,47689,11:22:00,11:29:00,V,2022-09-15 11:22:00,2022-09-15 11:29:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 11:23:54,2022-09-15 11:37:24
147,2022-09-15,844,47689,12:02:00,12:10:00,V,2022-09-15 12:02:00,2022-09-15 12:10:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 12:04:24,2022-09-15 12:16:24
148,2022-09-15,844,47689,12:24:00,12:32:00,V,2022-09-15 12:24:00,2022-09-15 12:32:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 12:26:24,2022-09-15 12:40:24
149,2022-09-15,844,47689,12:45:00,12:52:00,V,2022-09-15 12:45:00,2022-09-15 12:52:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 12:47:24,2022-09-15 12:58:24
150,2022-09-15,844,47689,13:06:00,13:16:00,V,2022-09-15 13:06:00,2022-09-15 13:16:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 13:09:54,2022-09-15 13:22:24
151,2022-09-15,844,47689,13:27:00,13:35:00,V,2022-09-15 13:27:00,2022-09-15 13:35:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 13:29:54,2022-09-15 13:43:54
152,2022-09-15,844,47689,13:49:00,13:57:00,V,2022-09-15 13:49:00,2022-09-15 13:57:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 13:51:24,2022-09-15 14:03:24
153,2022-09-15,844,47689,14:32:00,14:41:00,V,2022-09-15 14:32:00,2022-09-15 14:41:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 14:35:54,2022-09-15 14:48:54
154,2022-09-15,844,47689,14:56:00,15:04:00,V,2022-09-15 14:56:00,2022-09-15 15:04:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 14:58:24,2022-09-15 15:11:24
155,2022-09-15,844,47689,15:17:00,15:25:00,V,2022-09-15 15:17:00,2022-09-15 15:25:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 15:19:24,2022-09-15 15:32:54
156,2022-09-15,844,47689,16:04:00,16:13:00,V,2022-09-15 16:04:00,2022-09-15 16:13:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 16:07:54,2022-09-15 16:23:24
157,2022-09-15,844,47689,17:26:00,17:36:00,V,2022-09-15 17:26:00,2022-09-15 17:36:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 17:28:24,2022-09-15 17:44:24
158,2022-09-15,844,47689,17:50:00,17:59:00,V,2022-09-15 17:50:00,2022-09-15 17:59:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 17:52:54,2022-09-15 18:06:54
159,2022-09-15,844,47689,18:13:00,18:20:00,V,2022-09-15 18:13:00,2022-09-15 18:20:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 18:14:54,2022-09-15 18:25:54
160,2022-09-15,844,47689,18:32:00,18:40:00,V,2022-09-15 18:32:00,2022-09-15 18:40:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-15 18:35:54,2022-09-15 18:54:24
161,2022-09-20,844,47689,10:37:00,10:44:00,V,2022-09-20 10:37:00,2022-09-20 10:44:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 10:39:54,2022-09-20 10:51:54
162,2022-09-20,844,47689,11:00:00,11:08:00,V,2022-09-20 11:00:00,2022-09-20 11:08:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 11:02:24,2022-09-20 11:16:24
163,2022-09-20,844,47689,11:21:00,11:28:00,V,2022-09-20 11:21:00,2022-09-20 11:28:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 11:23:54,2022-09-20 11:34:54
164,2022-09-20,844,47689,11:42:00,11:49:00,V,2022-09-20 11:42:00,2022-09-20 11:49:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 11:44:54,2022-09-20 11:57:24
165,2022-09-20,844,47689,12:05:00,12:12:00,V,2022-09-20 12:05:00,2022-09-20 12:12:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 12:07:24,2022-09-20 12:19:24
166,2022-09-20,844,47689,12:23:00,12:32:00,V,2022-09-20 12:23:00,2022-09-20 12:32:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 12:25:54,2022-09-20 12:38:54
167,2022-09-20,844,47689,12:43:00,12:50:00,V,2022-09-20 12:43:00,2022-09-20 12:50:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 12:45:54,2022-09-20 12:59:24
168,2022-09-20,844,47689,13:04:00,13:12:00,V,2022-09-20 13:04:00,2022-09-20 13:12:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 13:06:54,2022-09-20 13:18:54
169,2022-09-20,844,47689,13:24:00,13:31:00,V,2022-09-20 13:24:00,2022-09-20 13:31:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 13:26:24,2022-09-20 13:38:54
170,2022-09-20,844,47689,13:44:00,13:51:00,V,2022-09-20 13:44:00,2022-09-20 13:51:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 13:46:54,2022-09-20 13:56:54
171,2022-09-20,844,47689,14:34:00,14:42:00,V,2022-09-20 14:34:00,2022-09-20 14:42:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 14:37:24,2022-09-20 14:50:54
172,2022-09-20,844,47689,14:59:00,15:06:00,V,2022-09-20 14:59:00,2022-09-20 15:06:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 15:01:54,2022-09-20 15:13:54
173,2022-09-20,844,47689,15:25:00,15:33:00,V,2022-09-20 15:25:00,2022-09-20 15:33:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 15:28:54,2022-09-20 15:40:24
174,2022-09-20,844,47689,15:45:00,15:53:00,V,2022-09-20 15:45:00,2022-09-20 15:53:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 15:47:54,2022-09-20 15:59:54
175,2022-09-20,844,47689,16:09:00,16:19:00,V,2022-09-20 16:09:00,2022-09-20 16:19:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 16:12:54,2022-09-20 16:26:54
176,2022-09-20,844,47689,16:33:00,16:42:00,V,2022-09-20 16:33:00,2022-09-20 16:42:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 16:35:54,2022-09-20 16:53:24
177,2022-09-20,844,47689,17:01:00,17:12:00,V,2022-09-20 17:01:00,2022-09-20 17:12:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 17:04:54,2022-09-20 17:17:54
178,2022-09-20,844,47689,17:58:00,18:07:00,V,2022-09-20 17:58:00,2022-09-20 18:07:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 18:00:54,2022-09-20 18:16:24
179,2022-09-20,844,47689,18:21:00,18:30:00,V,2022-09-20 18:21:00,2022-09-20 18:30:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 18:22:54,2022-09-20 18:36:24
180,2022-09-20,844,47689,18:41:00,18:46:00,V,2022-09-20 18:41:00,2022-09-20 18:46:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-20 18:42:24,2022-09-20 18:58:24
181,2022-09-28,844,47689,10:52:00,11:00:00,V,2022-09-28 10:52:00,2022-09-28 11:00:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 10:54:54,2022-09-28 11:06:54
182,2022-09-28,844,47689,11:12:00,11:21:00,V,2022-09-28 11:12:00,2022-09-28 11:21:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 11:14:24,2022-09-28 11:27:54
183,2022-09-28,844,47689,11:33:00,11:40:00,V,2022-09-28 11:33:00,2022-09-28 11:40:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 11:34:54,2022-09-28 11:47:24
184,2022-09-28,844,47689,11:52:00,11:59:00,V,2022-09-28 11:52:00,2022-09-28 11:59:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 11:54:24,2022-09-28 12:07:54
185,2022-09-28,844,47689,12:34:00,12:43:00,V,2022-09-28 12:34:00,2022-09-28 12:43:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 12:37:24,2022-09-28 12:50:54
186,2022-09-28,844,47689,13:50:00,13:56:00,V,2022-09-28 13:50:00,2022-09-28 13:56:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 13:51:54,2022-09-28 14:01:24
187,2022-09-28,844,47689,14:08:00,14:15:00,V,2022-09-28 14:08:00,2022-09-28 14:15:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 14:09:54,2022-09-28 14:22:54
188,2022-09-28,844,47689,14:30:00,14:39:00,V,2022-09-28 14:30:00,2022-09-28 14:39:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 14:31:54,2022-09-28 14:45:54
189,2022-09-28,844,47689,14:54:00,15:01:00,V,2022-09-28 14:54:00,2022-09-28 15:01:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 14:55:24,2022-09-28 15:08:24
190,2022-09-28,844,47689,15:21:00,15:27:00,V,2022-09-28 15:21:00,2022-09-28 15:27:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 15:22:54,2022-09-28 15:34:24
191,2022-09-28,844,47689,15:39:00,15:46:00,V,2022-09-28 15:39:00,2022-09-28 15:46:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 15:41:54,2022-09-28 15:55:24
192,2022-09-28,844,47689,16:02:00,16:12:00,V,2022-09-28 16:02:00,2022-09-28 16:12:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 16:05:24,2022-09-28 16:20:54
193,2022-09-28,844,47689,16:29:00,16:39:00,V,2022-09-28 16:29:00,2022-09-28 16:39:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 16:32:24,2022-09-28 16:52:24
194,2022-09-28,844,47689,17:27:00,17:37:00,V,2022-09-28 17:27:00,2022-09-28 17:37:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 17:29:24,2022-09-28 17:46:24
195,2022-09-28,844,47689,17:51:00,17:59:00,V,2022-09-28 17:51:00,2022-09-28 17:59:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 17:53:54,2022-09-28 18:09:24
196,2022-09-28,844,47689,18:13:00,18:21:00,V,2022-09-28 18:13:00,2022-09-28 18:21:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 18:15:24,2022-09-28 18:31:24
197,2022-09-28,844,47689,18:36:00,18:45:00,V,2022-09-28 18:36:00,2022-09-28 18:45:00,O veículo existe e operou na linha indicada pelo recurso,844,47689,C,2022-09-28 18:37:24,2022-09-28 18:53:24
198,2022-09-15,844,47689,10:32:00,10:40:00,I,2022-09-15 10:32:00,2022-09-15 10:40:00,"Encontrado sinal de GPS, mas sem dados em registros_status_viagem ",,,,,
199,2022-09-15,844,47689,10:51:00,11:02:00,I,2022-09-15 10:51:00,2022-09-15 11:02:00,Viagem inválida - a linha é circular,,,,,
200,2022-09-15,844,47689,11:10:00,11:21:00,I,2022-09-15 11:10:00,2022-09-15 11:21:00,Viagem inválida - a linha é circular,,,,,
201,2022-09-15,844,47689,11:29:00,11:40:00,I,2022-09-15 11:29:00,2022-09-15 11:40:00,Viagem inválida - a linha é circular,,,,,
202,2022-09-15,844,47689,11:40:00,11:50:00,V,2022-09-15 11:40:00,2022-09-15 11:50:00,Viagem inválida - Viagem não atende a conformidade,,,,,
203,2022-09-15,844,47689,11:51:00,12:02:00,I,2022-09-15 11:51:00,2022-09-15 12:02:00,Viagem inválida - a linha é circular,,,,,
204,2022-09-15,844,47689,12:10:00,12:24:00,I,2022-09-15 12:10:00,2022-09-15 12:24:00,Viagem inválida - a linha é circular,,,,,
205,2022-09-15,844,47689,12:32:00,12:45:00,I,2022-09-15 12:32:00,2022-09-15 12:45:00,Viagem inválida - a linha é circular,,,,,
206,2022-09-15,844,47689,12:52:00,13:06:00,I,2022-09-15 12:52:00,2022-09-15 13:06:00,Viagem inválida - a linha é circular,,,,,
207,2022-09-15,844,47689,13:17:00,13:27:00,I,2022-09-15 13:17:00,2022-09-15 13:27:00,Viagem inválida - a linha é circular,,,,,
208,2022-09-15,844,47689,13:36:00,13:49:00,I,2022-09-15 13:36:00,2022-09-15 13:49:00,Viagem inválida - a linha é circular,,,,,
209,2022-09-15,844,47689,13:58:00,14:09:00,I,2022-09-15 13:58:00,2022-09-15 14:09:00,Viagem inválida - a linha é circular,,,,,
210,2022-09-15,844,47689,14:09:00,14:18:00,V,2022-09-15 14:09:00,2022-09-15 14:18:00,Viagem inválida - Viagem não atende a conformidade,,,,,
211,2022-09-15,844,47689,14:18:00,14:31:00,I,2022-09-15 14:18:00,2022-09-15 14:31:00,Viagem inválida - a linha é circular,,,,,
212,2022-09-15,844,47689,14:42:00,14:56:00,I,2022-09-15 14:42:00,2022-09-15 14:56:00,Viagem inválida - a linha é circular,,,,,
213,2022-09-15,844,47689,15:04:00,15:17:00,I,2022-09-15 15:04:00,2022-09-15 15:17:00,Viagem inválida - a linha é circular,,,,,
214,2022-09-15,844,47689,15:25:00,15:37:00,I,2022-09-15 15:25:00,2022-09-15 15:37:00,Viagem inválida - a linha é circular,,,,,
215,2022-09-15,844,47689,15:40:00,15:50:00,V,2022-09-15 15:40:00,2022-09-15 15:50:00,Viagem inválida - Viagem não atende a conformidade,,,,,
216,2022-09-15,844,47689,15:50:00,16:04:00,I,2022-09-15 15:50:00,2022-09-15 16:04:00,Viagem inválida - a linha é circular,,,,,
217,2022-09-15,844,47689,16:13:00,16:29:00,I,2022-09-15 16:13:00,2022-09-15 16:29:00,Viagem inválida - a linha é circular,,,,,
218,2022-09-15,844,47689,16:29:00,16:41:00,V,2022-09-15 16:29:00,2022-09-15 16:41:00,Viagem inválida - Viagem não atende a conformidade,,,,,
219,2022-09-15,844,47689,16:41:00,16:59:00,I,2022-09-15 16:41:00,2022-09-15 16:59:00,Viagem inválida - a linha é circular,,,,,
220,2022-09-15,844,47689,16:59:00,17:10:00,V,2022-09-15 16:59:00,2022-09-15 17:10:00,Viagem inválida - Viagem não atende a conformidade,,,,,
221,2022-09-15,844,47689,17:10:00,17:25:00,I,2022-09-15 17:10:00,2022-09-15 17:25:00,Viagem inválida - a linha é circular,,,,,
222,2022-09-15,844,47689,17:36:00,17:50:00,I,2022-09-15 17:36:00,2022-09-15 17:50:00,Viagem inválida - a linha é circular,,,,,
223,2022-09-15,844,47689,18:00:00,18:11:00,I,2022-09-15 18:00:00,2022-09-15 18:11:00,Viagem inválida - a linha é circular,,,,,
224,2022-09-15,844,47689,18:20:00,18:30:00,I,2022-09-15 18:20:00,2022-09-15 18:30:00,Viagem inválida - a linha é circular,,,,,
225,2022-09-15,844,47689,18:42:00,18:59:00,I,2022-09-15 18:42:00,2022-09-15 18:59:00,Viagem inválida - a linha é circular,,,,,
226,2022-09-15,844,47689,18:59:00,19:12:00,V,2022-09-15 18:59:00,2022-09-15 19:12:00,"Encontrado sinal de GPS, mas sem dados em registros_status_viagem ",,,,,
227,2022-09-20,844,47689,10:26:00,10:37:00,I,2022-09-20 10:26:00,2022-09-20 10:37:00,"Encontrado sinal de GPS, mas sem dados em registros_status_viagem ",,,,,
228,2022-09-20,844,47689,10:45:00,10:58:00,I,2022-09-20 10:45:00,2022-09-20 10:58:00,Viagem inválida - a linha é circular,,,,,
229,2022-09-20,844,47689,11:08:00,11:21:00,I,2022-09-20 11:08:00,2022-09-20 11:21:00,Viagem inválida - a linha é circular,,,,,
230,2022-09-20,844,47689,11:28:00,11:41:00,I,2022-09-20 11:28:00,2022-09-20 11:41:00,Viagem inválida - a linha é circular,,,,,
231,2022-09-20,844,47689,11:49:00,12:03:00,I,2022-09-20 11:49:00,2022-09-20 12:03:00,Viagem inválida - a linha é circular,,,,,
232,2022-09-20,844,47689,12:12:00,12:23:00,I,2022-09-20 12:12:00,2022-09-20 12:23:00,Viagem inválida - a linha é circular,,,,,
233,2022-09-20,844,47689,12:32:00,12:42:00,I,2022-09-20 12:32:00,2022-09-20 12:42:00,Viagem inválida - a linha é circular,,,,,
234,2022-09-20,844,47689,12:51:00,13:02:00,I,2022-09-20 12:51:00,2022-09-20 13:02:00,Viagem inválida - a linha é circular,,,,,
235,2022-09-20,844,47689,13:12:00,13:24:00,I,2022-09-20 13:12:00,2022-09-20 13:24:00,Viagem inválida - a linha é circular,,,,,
236,2022-09-20,844,47689,13:31:00,13:43:00,I,2022-09-20 13:31:00,2022-09-20 13:43:00,Viagem inválida - a linha é circular,,,,,
237,2022-09-20,844,47689,13:51:00,14:02:00,I,2022-09-20 13:51:00,2022-09-20 14:02:00,Viagem inválida - a linha é circular,,,,,
238,2022-09-20,844,47689,14:04:00,14:20:00,V,2022-09-20 14:04:00,2022-09-20 14:20:00,Viagem inválida - Viagem não atende a conformidade,,,,,
239,2022-09-20,844,47689,14:20:00,14:34:00,I,2022-09-20 14:20:00,2022-09-20 14:34:00,Viagem inválida - a linha é circular,,,,,
240,2022-09-20,844,47689,14:42:00,14:58:00,I,2022-09-20 14:42:00,2022-09-20 14:58:00,Viagem inválida - a linha é circular,,,,,
241,2022-09-20,844,47689,15:06:00,15:24:00,I,2022-09-20 15:06:00,2022-09-20 15:24:00,Viagem inválida - a linha é circular,,,,,
242,2022-09-20,844,47689,15:34:00,15:44:00,I,2022-09-20 15:34:00,2022-09-20 15:44:00,Viagem inválida - a linha é circular,,,,,
243,2022-09-20,844,47689,15:53:00,16:09:00,I,2022-09-20 15:53:00,2022-09-20 16:09:00,Viagem inválida - a linha é circular,,,,,
244,2022-09-20,844,47689,16:19:00,16:31:00,I,2022-09-20 16:19:00,2022-09-20 16:31:00,Viagem inválida - a linha é circular,,,,,
245,2022-09-20,844,47689,16:43:00,16:58:00,I,2022-09-20 16:43:00,2022-09-20 16:58:00,Viagem inválida - a linha é circular,,,,,
246,2022-09-20,844,47689,17:12:00,17:22:00,I,2022-09-20 17:12:00,2022-09-20 17:22:00,Viagem inválida - a linha é circular,,,,,
247,2022-09-20,844,47689,17:24:00,17:35:00,V,2022-09-20 17:24:00,2022-09-20 17:35:00,Viagem inválida - Viagem não atende a conformidade,,,,,
248,2022-09-20,844,47689,17:35:00,17:57:00,I,2022-09-20 17:35:00,2022-09-20 17:57:00,Viagem inválida - a linha é circular,,,,,
249,2022-09-20,844,47689,18:07:00,18:20:00,I,2022-09-20 18:07:00,2022-09-20 18:20:00,Viagem inválida - a linha é circular,,,,,
250,2022-09-20,844,47689,18:30:00,18:40:00,I,2022-09-20 18:30:00,2022-09-20 18:40:00,Viagem inválida - a linha é circular,,,,,
251,2022-09-20,844,47689,18:47:00,19:01:00,I,2022-09-20 18:47:00,2022-09-20 19:01:00,Viagem inválida - a linha é circular,,,,,
252,2022-09-20,844,47689,19:03:00,19:16:00,V,2022-09-20 19:03:00,2022-09-20 19:16:00,"Encontrado sinal de GPS, mas sem dados em registros_status_viagem ",,,,,
253,2022-09-28,844,47689,10:46:00,10:52:00,I,2022-09-28 10:46:00,2022-09-28 10:52:00,"Encontrado sinal de GPS, mas sem dados em registros_status_viagem ",,,,,
254,2022-09-28,844,47689,11:00:00,11:10:00,I,2022-09-28 11:00:00,2022-09-28 11:10:00,Viagem inválida - a linha é circular,,,,,
255,2022-09-28,844,47689,11:21:00,11:32:00,I,2022-09-28 11:21:00,2022-09-28 11:32:00,Viagem inválida - a linha é circular,,,,,
256,2022-09-28,844,47689,11:41:00,11:51:00,I,2022-09-28 11:41:00,2022-09-28 11:51:00,Viagem inválida - a linha é circular,,,,,
257,2022-09-28,844,47689,11:59:00,12:11:00,I,2022-09-28 11:59:00,2022-09-28 12:11:00,Viagem inválida - a linha é circular,,,,,
258,2022-09-28,844,47689,12:11:00,12:22:00,V,2022-09-28 12:11:00,2022-09-28 12:22:00,"Encontrado sinal de GPS, mas sem dados em registros_status_viagem ",,,,,
259,2022-09-28,844,47689,12:22:00,12:34:00,I,2022-09-28 12:22:00,2022-09-28 12:34:00,"Encontrado sinal de GPS, mas sem dados em registros_status_viagem ",,,,,
260,2022-09-28,844,47689,12:43:00,12:56:00,I,2022-09-28 12:43:00,2022-09-28 12:56:00,Viagem inválida - a linha é circular,,,,,
261,2022-09-28,844,47689,12:57:00,13:08:00,V,2022-09-28 12:57:00,2022-09-28 13:08:00,Viagem inválida - Viagem não atende a conformidade,,,,,
262,2022-09-28,844,47689,13:08:00,13:22:00,I,2022-09-28 13:08:00,2022-09-28 13:22:00,Viagem inválida - a linha é circular,,,,,
263,2022-09-28,844,47689,13:23:00,13:31:00,V,2022-09-28 13:23:00,2022-09-28 13:31:00,Viagem inválida - Viagem não atende a conformidade,,,,,
264,2022-09-28,844,47689,13:31:00,13:48:00,I,2022-09-28 13:31:00,2022-09-28 13:48:00,Viagem inválida - a linha é circular,,,,,
265,2022-09-28,844,47689,13:56:00,14:08:00,I,2022-09-28 13:56:00,2022-09-28 14:08:00,Viagem inválida - a linha é circular,,,,,
266,2022-09-28,844,47689,14:16:00,14:27:00,I,2022-09-28 14:16:00,2022-09-28 14:27:00,Viagem inválida - a linha é circular,,,,,
267,2022-09-28,844,47689,14:39:00,14:52:00,I,2022-09-28 14:39:00,2022-09-28 14:52:00,Viagem inválida - a linha é circular,,,,,
268,2022-09-28,844,47689,15:01:00,15:19:00,I,2022-09-28 15:01:00,2022-09-28 15:19:00,Viagem inválida - a linha é circular,,,,,
269,2022-09-28,844,47689,15:28:00,15:38:00,I,2022-09-28 15:28:00,2022-09-28 15:38:00,Viagem inválida - a linha é circular,,,,,
270,2022-09-28,844,47689,15:48:00,16:00:00,I,2022-09-28 15:48:00,2022-09-28 16:00:00,Viagem inválida - a linha é circular,,,,,
271,2022-09-28,844,47689,16:12:00,16:27:00,I,2022-09-28 16:12:00,2022-09-28 16:27:00,Viagem inválida - a linha é circular,,,,,
272,2022-09-28,844,47689,16:41:00,16:58:00,I,2022-09-28 16:41:00,2022-09-28 16:58:00,Viagem inválida - a linha é circular,,,,,
273,2022-09-28,844,47689,17:00:00,17:11:00,V,2022-09-28 17:00:00,2022-09-28 17:11:00,Viagem inválida - Viagem não atende a conformidade,,,,,
274,2022-09-28,844,47689,17:11:00,17:26:00,I,2022-09-28 17:11:00,2022-09-28 17:26:00,Viagem inválida - a linha é circular,,,,,
275,2022-09-28,844,47689,17:37:00,17:51:00,I,2022-09-28 17:37:00,2022-09-28 17:51:00,Viagem inválida - a linha é circular,,,,,
276,2022-09-28,844,47689,17:59:00,18:13:00,I,2022-09-28 17:59:00,2022-09-28 18:13:00,Viagem inválida - a linha é circular,,,,,
277,2022-09-28,844,47689,18:21:00,18:36:00,I,2022-09-28 18:21:00,2022-09-28 18:36:00,Viagem inválida - a linha é circular,,,,,
278,2022-09-28,844,47689,18:45:00,18:58:00,I,2022-09-28 18:45:00,2022-09-28 18:58:00,Viagem inválida - a linha é circular,,,,,
279,2022-09-28,844,47689,18:58:00,19:04:00,V,2022-09-28 18:58:00,2022-09-28 19:04:00,"Encontrado sinal de GPS, mas sem dados em registros_status_viagem ",,,,,
