mes_ano,distancia_total
2022-10,2946.860000000002
2022-08,4209.799999999999
2022-11,2553.0400000000013
2022-12,2634.520000000001
2022-06,3035.130000000001
2022-07,3877.089999999999
2022-09,2865.3800000000006
