mes_ano,distancia_total
2022-11,1249.3600000000001
2022-09,1425.9000000000003
2022-06,2566.620000000001
2022-10,1378.3700000000001
2022-07,2454.36
2022-08,2539.460000000001
2022-12,1419.1100000000004
